Price,Close,Close,Close,Close,Close,Close,Close,Close,Close,Close,Close,Close,Close,Close,Close,Close,Close,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Open,Open,Open,Open,Open,Open,Open,Open,Open,Open,Open,Open,Open,Open,Open,Open,Open,Volume,Volume,Volume,Volume,Volume,Volume,Volume,Volume,Volume,Volume,Volume,Volume,Volume,Volume,Volume,Volume,Volume
Ticker,DIA,EWA,EWC,EWG,EWH,EWJ,EWW,SPY,XLB,XLE,XLF,XLI,XLK,XLP,XLU,XLV,XLY,DIA,EWA,EWC,EWG,EWH,EWJ,EWW,SPY,XLB,XLE,XLF,XLI,XLK,XLP,XLU,XLV,XLY,DIA,EWA,EWC,EWG,EWH,EWJ,EWW,SPY,XLB,XLE,XLF,XLI,XLK,XLP,XLU,XLV,XLY,DIA,EWA,EWC,EWG,EWH,EWJ,EWW,SPY,XLB,XLE,XLF,XLI,XLK,XLP,XLU,XLV,XLY,DIA,EWA,EWC,EWG,EWH,EWJ,EWW,SPY,XLB,XLE,XLF,XLI,XLK,XLP,XLU,XLV,XLY
Date,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-01-02,261.7373962402344,18.676433563232422,26.882543563842773,26.24679183959961,21.145872116088867,54.82798385620117,40.45390701293945,301.1949768066406,54.83938980102539,48.58785629272461,28.17178726196289,76.39729309082031,89.25105285644531,54.743778228759766,54.40808868408203,94.3158187866211,121.59507751464844,261.74647367782006,18.692860002300897,26.891510594952486,26.25557610777839,21.154357812734915,54.9195761493661,40.45390701293945,301.21353740731524,55.959665342194974,48.66003735908535,28.17178726196289,76.39729309082031,89.25105285644531,55.28700941118356,55.20958574636394,94.46358023581861,121.59507751464844,259.4974554906181,18.57787806184446,26.748041517769725,26.088680038665093,20.942220252027155,54.681434090724075,39.439498719275726,299.02550854760875,54.77614860659098,48.30713888768628,27.917986753702138,75.31129349026826,88.22847442253088,54.59482909098414,54.20344940614251,93.64167655020506,120.45491176781995,259.7604521045722,18.635369032072678,26.85564418079995,26.088680038665093,20.942220252027155,54.773026383889004,39.7193352598785,299.96191348652025,55.86028878407419,48.47556749497514,27.999565426754717,75.5137690631614,88.40049730352901,55.28700941118356,55.19253545478072,94.35275914892047,120.92438877126958,3865500,2332900,1938400,4971300,5641400,12542300,2929900,59151200,7357400,11944700,28843300,16121300,13283500,14460700,19107700,6277400,6295500
2020-01-03,259.6515808105469,18.479324340820312,26.7480411529541,25.746097564697266,20.857364654541016,54.22346878051758,40.156578063964844,298.91424560546875,53.95400619506836,48.44349670410156,27.872669219970703,76.25006103515625,88.24757385253906,54.65616226196289,54.5189323425293,93.49391174316406,120.56031036376953,260.3679786813151,18.586093081079888,26.846676783529325,25.87785822262001,21.035561045014052,54.62647978543907,40.47139498881468,300.05461904887477,54.60448750300588,49.17335719243207,27.990504134016923,76.34209350221221,88.85921635761854,54.89273149212725,54.71504322384479,94.02953640878752,120.91481028836698,258.61774943990577,18.438259802223183,26.694240677315925,25.702177903865575,20.857364654541016,54.10439599728219,39.87674153874599,297.6997146432644,53.935936791183096,48.202880868308526,27.7276408355101,75.45856917954612,87.94175624563276,54.402069013745844,54.322821461213806,92.76435546667422,119.97585624443467,258.76285003622957,18.462897898776767,26.765975214928922,25.719746438369317,20.942220001505266,54.15935347278057,39.91172193837698,297.7553398557625,54.279248572230316,49.02898891477923,27.80921951787853,75.52299260864801,87.95131509651739,54.54225781580272,54.45072141767787,93.22609941035235,120.05250764268048,3296700,2360600,1851900,3328500,6243000,8391100,2355500,77709700,12423200,29502900,51363600,17571300,15011800,26388900,17989300,8247500,5596400
2020-01-06,260.2501525878906,18.577878952026367,26.882543563842773,25.78123664855957,20.916763305664062,54.41581344604492,40.34022521972656,300.0545959472656,53.7191047668457,48.82045364379883,27.85453987121582,76.27765655517578,88.45784759521484,54.77006530761719,54.57008743286133,94.07572174072266,120.89561462402344,260.2954844237315,18.586090605442628,26.909444657171907,25.807587776946914,20.916763305664062,54.45245176219704,40.576337923464266,300.1380337595888,54.05338355281446,49.06908856970385,27.872668851252254,76.28686190673815,88.55342154613004,54.840161382313205,54.73209446161127,94.10342525242977,120.92435706222517,257.69280605387763,18.438257346277073,26.72114042444059,25.57041924432185,20.81493818217484,54.159352221024356,40.13909291711622,297.0136003323133,53.67393298253232,48.443494764625996,27.60980382734807,75.71624947751175,87.20590758392828,54.48092735540813,54.3654481738306,93.04141268118127,119.52550236068026,257.8107020372001,18.438257346277073,26.739074486660012,25.57041924432185,20.831907957102274,54.159352221024356,40.13909291711622,297.1341310479785,53.80041535716429,48.61192339529198,27.618868317366285,75.89111604906721,87.36837163445412,54.57730778693275,54.45071588702285,93.06911619288839,119.67880511092613,1645100,1564900,1292300,6239300,3352900,5383800,4428100,55653900,15764400,22458100,27956100,16153100,7815000,22541700,10444500,6441800,6411600
2020-01-07,259.1256408691406,18.553239822387695,26.90944480895996,25.737316131591797,20.90827751159668,54.50740432739258,39.96419906616211,299.2109069824219,53.65586471557617,48.6921272277832,27.67325782775879,76.12118530273438,88.41962432861328,54.3494987487793,54.493350982666016,93.8909912109375,120.70401000976562,260.07785853885366,18.6189440171759,26.91841184012025,25.816372870136558,20.933734601591016,54.7363885563657,40.410187558610666,299.9618755812816,54.02627886900661,48.74025100551647,27.83641347661644,76.40648794887525,88.85924411141215,54.65616406124988,54.518929671653325,93.97410876629812,120.9818584903135,258.98054024303826,18.520386941737808,26.810809176483072,25.71096500236211,20.85736495008915,54.48908866381413,39.89423825547171,298.75659672728324,53.48421055299641,48.122676292614365,27.67325782775879,75.73464487474521,88.28582953950725,54.305690373387726,54.18639370429487,93.36460351249329,120.19620006251016,259.63347922294173,18.6189440171759,26.846677301124238,25.79880600912605,20.90827751159668,54.681434577586266,40.28775947581754,299.47975272224426,53.62876233369155,48.68410812793967,27.79109275119068,75.99233849340466,88.6107649496713,54.60359200536112,54.43366520660838,93.81711050520627,120.81897977830172,1413000,3552100,1405200,1699000,9231800,5013600,5687600,40496400,20266900,11462500,39627500,16675400,7681800,15607600,13070300,6335300,9150800
2020-01-08,260.63092041015625,18.66000747680664,26.882543563842773,25.9744873046875,20.94222068786621,54.51656723022461,40.32273483276367,300.8055725097656,53.84558868408203,47.890079498291016,27.85453987121582,76.37889862060547,89.36573791503906,54.55101776123047,54.4677734375,94.5005111694336,121.06810760498047,261.78264750270375,18.742138107189703,27.00808028909242,26.044759777603442,21.01859034078886,54.727232307691224,40.5588475354099,302.03863571595645,54.06241807993887,48.70014620971555,28.008632743776104,76.71942643116073,89.7575633579732,54.77882665191206,54.70651979937502,94.9253147250116,121.72921309263768,258.527003718748,18.602516505491938,26.882543563842773,25.790022691568627,20.789481382020906,54.36085613312711,39.894233260720966,299.15529193732596,53.48421095283573,47.82591752505697,27.700446998655536,76.04757616212639,88.35271103391102,54.288164177060274,54.38250571803359,93.90024267185376,120.48365351209962,258.74466840499576,18.602516505491938,26.91841168828162,25.790022691568627,20.789481382020906,54.40665577546423,40.22654039806543,299.4056053809176,53.66490154165204,48.64400333580183,27.700446998655536,76.17642300468755,88.51518235538893,54.39330828462008,54.51893081654893,93.93718303046745,120.59863060426414,3136700,2420400,7194400,2823700,12214000,7717200,2457400,68296000,8079600,19021400,47966600,10677700,11627200,11451400,12741400,7494700,4725900
2020-01-09,262.5897216796875,18.66822052001953,26.927377700805664,26.211654663085938,21.19678497314453,54.9012565612793,40.34897232055664,302.8452453613281,54.044349670410156,48.242984771728516,28.02676010131836,76.7010269165039,90.37875366210938,54.93654251098633,54.766204833984375,94.9068374633789,121.71003723144531,262.8436407366917,18.676433739631346,26.963244113601476,26.220438930668447,21.22224206343776,54.92873704423083,40.58508504576158,302.919431173848,54.14372966840626,48.29110549046755,28.081145309404555,76.78386105402105,90.43609219003548,54.945302849252094,54.825890610485985,95.16541996397659,122.15077175270488,261.56496801835215,18.610729549248312,26.87357551618258,26.132597930271068,21.086474152169544,54.7272298080222,40.15658343277892,301.79759003486487,53.87269550339005,47.30459098207123,27.945181424751773,76.46174390062622,89.72889027763266,54.58606881778831,54.39103337868183,94.58361814469771,121.40343898579175,262.0365517492897,18.66000730040772,26.91841067003515,26.176517592755893,21.137386714274832,54.827983426126515,40.57634161264212,302.3909633606342,54.01724728782445,47.86602282396665,28.053953569798754,76.7010269165039,90.18762037484403,54.71749728832878,54.3995585241974,94.78678658662666,121.71003723144531,1783100,1261200,1802300,3743100,11181100,7113300,3019800,48473300,3786200,15366800,27705300,7407200,7777400,6854500,11643100,6660600,3821500
2020-01-10,261.3927001953125,18.76677703857422,26.90944480895996,26.141382217407227,21.239212036132812,54.51656723022461,40.56759262084961,301.9736328125,53.82752227783203,47.97028350830078,27.818279266357422,76.15802001953125,90.16851806640625,54.90149688720703,54.911155700683594,94.93455505371094,121.0489273071289,263.0250609451594,18.840694446401674,27.008080441436846,26.264358612798908,21.31558168342245,54.81882460432118,40.9611138079629,303.59610025680854,54.30634940477174,48.259016963460475,28.053950783154086,76.85747932957266,90.89483780630536,55.067970060495234,55.10726332344994,95.42400249337906,121.86333549153235,261.0299625870484,18.709286069488737,26.90047777779967,26.088678287300468,21.230726339936066,54.44329059770293,40.48014495078656,301.5008186826548,53.73717526098453,47.91414063705665,27.782021311985126,76.02917317579025,90.015612868741,54.83140415090436,54.81736283579123,94.76832695668655,120.92437428722037,262.95249681844325,18.76677703857422,27.008080441436846,26.22043895028123,21.264667506241985,54.75470929787578,40.65504362682744,303.43850497805573,54.170830602693634,48.21891534965138,28.044886294561014,76.85747932957266,90.77060187749804,54.98911364317661,54.842941525259725,95.26701124775971,121.86333549153235,2989600,1497500,4884200,3116000,7796000,4927200,3744800,53029300,5637400,9151200,33458200,8856800,7665300,7410800,10582900,9300300,3703500
2020-01-13,262.1001281738281,18.91461181640625,27.05291175842285,26.211654663085938,21.604087829589844,54.82798385620117,40.84742736816406,304.0504455566406,54.52317428588867,47.986331939697266,28.008634567260742,76.7838363647461,91.2962417602539,55.260719299316406,55.243690490722656,94.60208129882812,121.43218231201172,262.1545374479105,18.93103668860396,27.05291175842285,26.211654663085938,21.612573526009644,54.84630301363856,40.899897969438584,304.05969756061086,54.541243688904714,48.13871931877656,28.035828039085807,76.86666345400347,91.40136729615634,55.26948297848717,55.40569752756795,95.1099953013698,121.62381078561265,261.3021162622482,18.783203439756086,26.90047566126424,26.044756929873685,21.341037714500498,54.43413070635235,40.49763336741112,302.16838423524933,53.81848480019431,47.649471602314776,27.809220960501374,76.25003838411497,90.53170102519213,54.89272499088741,54.89409772811158,94.27885497053113,120.95312209282766,261.89156851488355,18.840694408726606,26.9632431641614,26.106245127523533,21.38346619659949,54.52572299951728,40.65504183532006,302.6041338167335,53.87269300924243,47.898106540393336,27.8817351564934,76.39729590496152,90.57948071979392,54.919009343671114,54.89409772811158,95.09152864764093,121.29804603543049,1463300,1959500,1726100,2333400,11401500,7524400,2413800,47086800,4409300,8778500,27542700,7893800,7762200,9625700,12671100,7621700,3224600
